split,task,variant,space,x,y,label,domain,partition,period,day_num,target_file
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.1173794966990074,2.347768138785733,acetone,source,source_train,Period_I,1,acetone\acetone_o1.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.944027557156771,4.022393641203319,acetone,source,source_train,Period_I,1,acetone\acetone_o2.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,2.1082119568277213,-1.775296955243636,acetone,source,source_train,Period_I,1,acetone\acetone_o3.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,14.95253084374776,4.508669998422611,acetone,source,source_train,Period_I,2,acetone\acetone_o4.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,11.720279510712338,2.2980605921565056,acetone,source,source_train,Period_I,2,acetone\acetone_o5.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,6.103990606528911,2.77633211888222,acetone,source,source_train,Period_I,2,acetone\acetone_o6.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.4757646117822976,1.5517272116970937,acetone,source,source_train,Period_I,2,acetone\acetone_o7.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.21612129262405055,-1.976920695975537,acetone,source,source_train,Period_I,2,acetone\acetone_o8.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,6.623809888856218,0.21744720679736546,acetone,source,source_train,Period_I,2,acetone\acetone_o9.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,2.4562050130572466,0.4638430280471213,acetone,source,source_train,Period_I,3,acetone\acetone_o10.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,5.033687961148748,4.488509512552491,acetone,source,source_train,Period_I,3,acetone\acetone_o11.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,17.473723815208178,3.3100374766600154,acetone,source,source_train,Period_I,3,acetone\acetone_o12.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.9427473195635367,-1.3644992143287238,air,source,source_train,Period_I,0,air\baseline_1.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.672134901077408,1.0097611455197713,air,source,source_train,Period_I,0,air\baseline_3.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.1422660736264065,3.0483733179189354,air,source,source_train,Period_I,0,air\baseline_4.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.1594590930570723,1.939139281570579,air,source,source_train,Period_I,0,air\baseline_5.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.2162160070463044,4.340155822297828,air,source,source_train,Period_I,0,air\baseline_6.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.657035080162073,1.700918504873419,air,source,source_train,Period_I,0,air\baseline_7.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.814556708804455,2.2121132515919473,alcohol,source,source_train,Period_I,1,alcohol\alcohol_o1.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.9099176472030142,2.549123462941351,alcohol,source,source_train,Period_I,1,alcohol\alcohol_o2.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.8617500239391394,3.429687945696763,alcohol,source,source_train,Period_I,1,alcohol\alcohol_o3.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.2343347734286,-1.1507980243347187,alcohol,source,source_train,Period_I,2,alcohol\alcohol_o4.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.1569210604809474,2.170501636540324,alcohol,source,source_train,Period_I,2,alcohol\alcohol_o5.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.9806566153327552,2.0885141381268046,alcohol,source,source_train,Period_I,2,alcohol\alcohol_o6.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.3448613569125216,4.928365894428741,alcohol,source,source_train,Period_I,2,alcohol\alcohol_o7.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.0572240601280827,1.9123314175333705,alcohol,source,source_train,Period_I,2,alcohol\alcohol_o8.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.6213279872502624,-1.7921887386728905,alcohol,source,source_train,Period_I,2,alcohol\alcohol_o9.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.19285130534242056,4.9354241838927475,alcohol,source,source_train,Period_I,3,alcohol\alcohol_o10.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.9784578066271444,3.305723429842237,alcohol,source,source_train,Period_I,3,alcohol\alcohol_o11.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.137092212645721,1.3387395416239602,alcohol,source,source_train,Period_I,3,alcohol\alcohol_o12.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,14.112406240187237,4.643077551714027,acetone,target,target_domain,Period_II,1,acetone\acetone_1.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,12.797737841755808,2.565516009628288,acetone,target,target_domain,Period_II,1,acetone\acetone_2.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,8.230397087387082,4.771522248243481,acetone,target,target_domain,Period_II,1,acetone\acetone_3.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,6.540472480118492,-2.5709665824556924,acetone,target,target_domain,Period_II,1,acetone\acetone_4.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,5.719764032346624,3.695026957718662,acetone,target,target_domain,Period_II,1,acetone\acetone_5.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.9207924343842837,-2.6055902008950165,acetone,target,target_domain,Period_II,2,acetone\acetone_10.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.2581308289345645,-1.8911978244185583,acetone,target,target_domain,Period_II,2,acetone\acetone_6.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.6176516182832383,0.27158205105754496,acetone,target,target_domain,Period_II,2,acetone\acetone_7.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.247263123195053,-1.6453977702474865,acetone,target,target_domain,Period_II,2,acetone\acetone_8.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.9334211993816934,-2.856530404349747,acetone,target,target_domain,Period_II,2,acetone\acetone_9.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.2696962186679706,-1.1269643040603263,air,target,target_domain,Period_II,1,air\air_1.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.9935854605770817,1.966751442000845,air,target,target_domain,Period_II,1,air\air_2.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.238161882248875,0.9031500655011393,air,target,target_domain,Period_II,1,air\reference_1.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.82613366228213,0.40984209416372336,air,target,target_domain,Period_II,1,air\reference_2.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.3902497929179365,3.1301456471751212,air,target,target_domain,Period_II,1,air\reference_3.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.4434196481879065,1.1277982897890857,air,target,target_domain,Period_II,1,air\reference_4.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.7470312078923578,-1.3961960353864113,air,target,target_domain,Period_II,2,air\air_3.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.932822631466927,-1.2540894128224602,air,target,target_domain,Period_II,2,air\air_4.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,6.92111084202179,4.898608809074547,alcohol,target,target_domain,Period_II,1,alcohol\alcohol_1.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,5.247372388464796,4.509879546179346,alcohol,target,target_domain,Period_II,1,alcohol\alcohol_2.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,5.447191013922137,5.183451917173261,alcohol,target,target_domain,Period_II,1,alcohol\alcohol_3.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,2.670939590611648,1.092873766724179,alcohol,target,target_domain,Period_II,1,alcohol\alcohol_4.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.0774004948497022,3.7273943607083337,alcohol,target,target_domain,Period_II,1,alcohol\alcohol_5.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,4.570209922675586,1.2131775126112099,alcohol,target,target_domain,Period_II,2,alcohol\alcohol_10.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.905073719332309,0.9468173108807336,alcohol,target,target_domain,Period_II,2,alcohol\alcohol_6.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.5311131115540808,-1.6671288539833842,alcohol,target,target_domain,Period_II,2,alcohol\alcohol_7.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.9249518605788146,-1.5742083502887576,alcohol,target,target_domain,Period_II,2,alcohol\alcohol_8.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.281265899612292,-1.9256642988544712,alcohol,target,target_domain,Period_II,2,alcohol\alcohol_9.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.20359456040081,-1.270036090238984,acetone,target,target_domain,Period_II,3,acetone\acetone_11.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.12916221452815024,-1.8018101124841586,acetone,target,target_domain,Period_II,3,acetone\acetone_12.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.5667426324163591,-2.236076585139478,acetone,target,target_domain,Period_II,3,acetone\acetone_13.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.9369313800955429,-1.6150469727890595,acetone,target,target_domain,Period_II,3,acetone\acetone_14.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.9865950134717232,0.2609313793913582,acetone,target,target_domain,Period_II,3,acetone\acetone_15.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.9177962614329438,-1.8836280854799445,acetone,target,target_domain,Period_II,4,acetone\acetone_16.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.3263299792030832,0.38069879637279286,acetone,target,target_domain,Period_II,4,acetone\acetone_17.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.8061326725042501,0.33367599094765976,acetone,target,target_domain,Period_II,4,acetone\acetone_18.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.4450548880715788,-1.6380205359861404,acetone,target,target_domain,Period_II,4,acetone\acetone_19.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.9582674264905381,-1.914275628798258,acetone,target,target_domain,Period_II,4,acetone\acetone_20.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.995837278789728,-2.451429579459471,acetone,target,target_domain,Period_II,5,acetone\acetone_21.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.9289811411993025,-0.10694381038342864,acetone,target,target_domain,Period_II,5,acetone\acetone_22.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,2.88355372574706,-2.05552035752011,acetone,target,target_domain,Period_II,5,acetone\acetone_23.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,8.986691699307022,-0.21779902474679338,acetone,target,target_domain,Period_II,5,acetone\acetone_24.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.5842613523317116,2.5665447803438646,acetone,target,target_domain,Period_II,5,acetone\acetone_25.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.25191298250572824,-1.9562837211334911,acetone,target,target_domain,Period_II,6,acetone\acetone_26.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.6757356174902263,-2.027949756692411,acetone,target,target_domain,Period_II,6,acetone\acetone_27.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.6414826656867638,-0.3826919755193552,acetone,target,target_domain,Period_II,6,acetone\acetone_28.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.4844691878118157,0.20837077080482286,acetone,target,target_domain,Period_II,6,acetone\acetone_29.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.7287620794088775,-2.2475204138960088,acetone,target,target_domain,Period_II,6,acetone\acetone_30.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,2.420702205536727,-2.39272533896423,acetone,target,target_domain,Period_II,6,acetone\acetone_31.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.2987063748169314,0.3110400528361015,acetone,target,target_domain,Period_II,6,acetone\acetone_32.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.0349423944483833,-1.931364482826325,acetone,target,target_domain,Period_II,7,acetone\acetone_33.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.8410814313246145,-1.8025867204218249,acetone,target,target_domain,Period_II,7,acetone\acetone_34.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.317415166880844,-1.97690889885521,acetone,target,target_domain,Period_II,7,acetone\acetone_35.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.26629884164682,-0.3424192177478444,acetone,target,target_domain,Period_II,8,acetone\acetone_36.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.06710431169738199,-1.7257058751090435,acetone,target,target_domain,Period_II,8,acetone\acetone_37.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.4198877282060003,-1.659891997135433,acetone,target,target_domain,Period_II,8,acetone\acetone_38.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.481441743821199,-0.05367143527779867,acetone,target,target_domain,Period_II,9,acetone\acetone_39.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.5467912120366988,-1.796990590201051,acetone,target,target_domain,Period_II,9,acetone\acetone_40.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.5059642646208642,-2.510806926256567,acetone,target,target_domain,Period_II,9,acetone\acetone_41.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.6892502685949515,0.281316119141311,acetone,target,target_domain,Period_II,9,acetone\acetone_42.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.9787436677438495,-2.4970911334226416,acetone,target,target_domain,Period_II,9,acetone\acetone_43.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.5742351554853338,-1.4354290386678168,air,target,target_domain,Period_II,3,air\air_5.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.8645869944635796,-1.259859599492942,air,target,target_domain,Period_II,3,air\air_6.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.7398324519957526,2.9681034838521088,air,target,target_domain,Period_II,3,air\reference_5.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.013334785781319,-1.4963575791308934,air,target,target_domain,Period_II,3,air\reference_6.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.3271637286893085,1.1299963985122368,air,target,target_domain,Period_II,4,air\air_7.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.186708741760708,0.8126213121904704,air,target,target_domain,Period_II,4,air\air_8.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.673981535491964,1.061532288938843,air,target,target_domain,Period_II,4,air\reference_7.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.623496468789764,1.5004686877979065,air,target,target_domain,Period_II,4,air\reference_8.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.711840070776152,1.8194802293236985,air,target,target_domain,Period_II,5,air\air_10.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.525565088711666,-1.5019172056097372,air,target,target_domain,Period_II,5,air\air_9.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.4245014325095147,3.661190178745815,air,target,target_domain,Period_II,6,air\air_11.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-5.002653217523603,1.709850616075609,air,target,target_domain,Period_II,6,air\air_12.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.184636200213135,-1.3840427830665767,air,target,target_domain,Period_II,6,air\air_13.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.175565309993699,0.7151437319794189,air,target,target_domain,Period_II,8,air\air_14.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.9669365873303812,-1.478687990731645,air,target,target_domain,Period_II,8,air\air_15.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.346863951331133,0.3365426400065936,air,target,target_domain,Period_II,8,air\reference_9.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.9182930236519553,-1.405056110070391,air,target,target_domain,Period_II,9,air\air_16.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-4.167445496663865,0.7260934029145993,air,target,target_domain,Period_II,9,air\air_17.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.456417218497634,1.2764190929295216,alcohol,target,target_domain,Period_II,3,alcohol\alcohol_11.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.14675864382170864,1.718189261550683,alcohol,target,target_domain,Period_II,3,alcohol\alcohol_12.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.5439463338803537,1.4995952245883764,alcohol,target,target_domain,Period_II,3,alcohol\alcohol_13.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.07782425593801655,-1.4470119360332505,alcohol,target,target_domain,Period_II,3,alcohol\alcohol_14.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.17008109496714913,-1.7855684389104995,alcohol,target,target_domain,Period_II,3,alcohol\alcohol_15.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.007188118628496166,0.9652392715579503,alcohol,target,target_domain,Period_II,4,alcohol\alcohol_16.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.337745591163797,1.0279738338383455,alcohol,target,target_domain,Period_II,4,alcohol\alcohol_17.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.1626326806376782,0.9018423885697667,alcohol,target,target_domain,Period_II,4,alcohol\alcohol_18.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.493788389543282,-1.3837631751451875,alcohol,target,target_domain,Period_II,4,alcohol\alcohol_19.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.8212483677095045,-1.7577984146400214,alcohol,target,target_domain,Period_II,4,alcohol\alcohol_20.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.5095035004380246,2.9317664069010676,alcohol,target,target_domain,Period_II,5,alcohol\alcohol_21.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.31343766802215417,-1.7251659068729719,alcohol,target,target_domain,Period_II,5,alcohol\alcohol_22.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,13.443259524597957,1.7023664674402856,alcohol,target,target_domain,Period_II,5,alcohol\alcohol_23.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.29829090971105054,0.5690046620297182,alcohol,target,target_domain,Period_II,5,alcohol\alcohol_24.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.4193597815535972,0.5791798481037079,alcohol,target,target_domain,Period_II,5,alcohol\alcohol_25.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.6908757623262292,0.8911616035739047,alcohol,target,target_domain,Period_II,6,alcohol\alcohol_26.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.234216985373444,-1.5613697328503304,alcohol,target,target_domain,Period_II,6,alcohol\alcohol_27.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,4.423511021873481,3.1868916720185307,alcohol,target,target_domain,Period_II,6,alcohol\alcohol_28.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,2.120608576482351,0.7819760128108892,alcohol,target,target_domain,Period_II,6,alcohol\alcohol_29.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.44737411357460116,-1.691215812103162,alcohol,target,target_domain,Period_II,6,alcohol\alcohol_30.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.375401465652783,-1.6336211259738622,alcohol,target,target_domain,Period_II,6,alcohol\alcohol_31.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.12117938882108871,1.177639190394397,alcohol,target,target_domain,Period_II,6,alcohol\alcohol_32.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.9739061666538678,-1.7498717486511908,alcohol,target,target_domain,Period_II,7,alcohol\alcohol_33.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.21499081983255355,-0.32773787625271017,alcohol,target,target_domain,Period_II,7,alcohol\alcohol_34.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.495926587600206,-0.436929404424719,alcohol,target,target_domain,Period_II,7,alcohol\alcohol_35.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.9171867726327674,-1.5164339265266016,alcohol,target,target_domain,Period_II,8,alcohol\alcohol_36.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.5797264424845439,-1.5750835002535322,alcohol,target,target_domain,Period_II,8,alcohol\alcohol_37.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.8977409701215593,-1.510472956726949,alcohol,target,target_domain,Period_II,8,alcohol\alcohol_38.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.0557095814535162,-1.1596386139951884,alcohol,target,target_domain,Period_II,9,alcohol\alcohol_39.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.0213941862092508,0.25496663152586657,alcohol,target,target_domain,Period_II,9,alcohol\alcohol_40.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.32682970326735,-1.4731091727589798,alcohol,target,target_domain,Period_II,9,alcohol\alcohol_41.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.581836269479433,-1.6891097182362154,alcohol,target,target_domain,Period_II,9,alcohol\alcohol_42.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.1317976978649331,-1.815512798583843,alcohol,target,target_domain,Period_II,9,alcohol\alcohol_43.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,4.536609592861162,-2.513831313466207,acetone,target,target_domain,Period_II,10,acetone\acetone_44.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.498830137496717,0.25733891798657627,acetone,target,target_domain,Period_II,10,acetone\acetone_45.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.3121549072422796,-1.9319276444497173,acetone,target,target_domain,Period_II,10,acetone\acetone_46.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.13173598933567712,0.74863295248649,acetone,target,target_domain,Period_II,10,acetone\acetone_47.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.481656283253067,-2.4863393789013433,acetone,target,target_domain,Period_II,11,acetone\acetone_48.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.1484760847244893,-2.3991791590447527,acetone,target,target_domain,Period_II,11,acetone\acetone_49.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.0453278247338427,1.4084668803180462,acetone,target,target_domain,Period_II,11,acetone\acetone_50.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.4748348469699254,-1.9703653791697,acetone,target,target_domain,Period_II,11,acetone\acetone_51.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-2.458408928089914,1.7955264035907648,acetone,target,target_domain,Period_II,12,acetone\acetone_52.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,1.0578750183641041,2.884901988783323,acetone,target,target_domain,Period_II,12,acetone\acetone_53.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.2958190878692041,2.841685611383707,acetone,target,target_domain,Period_II,12,acetone\acetone_54.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.1185728472485282,1.545243759118874,acetone,target,target_domain,Period_II,12,acetone\acetone_55.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.971071761565795,2.3626847288483583,acetone,target,target_domain,Period_II,13,acetone\acetone_56.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.13937708405713362,0.5345545168747259,acetone,target,target_domain,Period_II,13,acetone\acetone_57.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.9218347101404165,0.5002797647651768,acetone,target,target_domain,Period_II,14,acetone\acetone_58.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.5764748972214306,-1.91992388652976,acetone,target,target_domain,Period_II,14,acetone\acetone_59.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,3.425995503682661,-2.320309794389774,acetone,target,target_domain,Period_II,14,acetone\acetone_60.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.1223786694665816,-1.5397945323982305,acetone,target,target_domain,Period_II,15,acetone\acetone_61.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.6677872294290421,1.147290623823104,acetone,target,target_domain,Period_II,15,acetone\acetone_62.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.6142536441107225,1.109944353310873,acetone,target,target_domain,Period_II,15,acetone\acetone_63.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-0.634543689273668,-0.6611942746865439,acetone,target,target_domain,Period_II,17,acetone\acetone_64.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.0375532198947373,-1.6385907050251751,acetone,target,target_domain,Period_II,17,acetone\acetone_65.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-1.2561487827597317,-0.3066115173837402,acetone,target,target_domain,Period_II,17,acetone\acetone_66.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,0.7415647324274534,-2.216663769251844,acetone,target,target_domain,Period_II,17,acetone\acetone_67.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,2.056457319307208,-2.140157731270188,acetone,target,target_domain,Period_II,17,acetone\acetone_68.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.842924440916068,0.7599880469158177,air,target,target_domain,Period_II,10,air\air_18.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.1575233281718895,2.7044899677245984,air,target,target_domain,Period_II,10,air\air_19.csv
S1_train_I_test_all,three_class_with_air,MLP source only,standardized input PCA,-3.194104559443409,1.4989142991165894,air,target,target_domain,Period_II,11,air\air_20.csv
