epoch,L,Ld,backward_loss_scalar,class_loss,domain_loss,total_loss,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,split,task,variant,lambda,seed,seed_values
345,2.7025260351365432e-05,0.0,2.7025260351365432e-05,2.7025260351365432e-05,0.0,2.7025260351365432e-05,1.0,0.6,0.7692307692307693,0.5604026845637584,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
350,3.6148525396129116e-05,0.0,3.6148525396129116e-05,3.6148525396129116e-05,0.0,3.6148525396129116e-05,1.0,0.6,0.7692307692307693,0.5604026845637584,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
355,4.489008279051632e-05,0.0,4.489008279051632e-05,4.489008279051632e-05,0.0,4.489008279051632e-05,1.0,0.6,0.7655677655677655,0.5604026845637584,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
360,5.392455204855651e-05,0.0,5.392455204855651e-05,5.392455204855651e-05,0.0,5.392455204855651e-05,1.0,0.6,0.7655677655677655,0.5604026845637584,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
365,0.0007332271779887378,0.0,0.0007332271779887378,0.0007332271779887378,0.0,0.0007332271779887378,1.0,0.6,0.7655677655677655,0.5570469798657718,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
370,4.869436816079542e-05,0.0,4.869436816079542e-05,4.869436816079542e-05,0.0,4.869436816079542e-05,1.0,0.6,0.7655677655677655,0.5536912751677853,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
375,4.8872767365537584e-05,0.0,4.8872767365537584e-05,4.8872767365537584e-05,0.0,4.8872767365537584e-05,1.0,0.6,0.7655677655677655,0.5570469798657718,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
380,0.00019516747852321714,0.0,0.00019516747852321714,0.00019516747852321714,0.0,0.00019516747852321714,1.0,0.6,0.7692307692307693,0.5637583892617449,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
385,8.899142994778231e-05,0.0,8.899142994778231e-05,8.899142994778231e-05,0.0,8.899142994778231e-05,1.0,0.6,0.7692307692307693,0.5704697986577181,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
390,3.352827479830012e-05,0.0,3.352827479830012e-05,3.352827479830012e-05,0.0,3.352827479830012e-05,1.0,0.6,0.7655677655677655,0.5704697986577181,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
395,0.00012273112952243537,0.0,0.00012273112952243537,0.00012273112952243537,0.0,0.00012273112952243537,1.0,0.6,0.7655677655677655,0.5738255033557047,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
400,0.00028098010807298124,0.0,0.00028098010807298124,0.00028098010807298124,0.0,0.00028098010807298124,1.0,0.6,0.7692307692307693,0.5738255033557047,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
1,1.1242079734802246,0.6584635972976685,1.782671570777893,1.1242079734802246,0.6584635972976685,1.782671570777893,0.56,0.6,0.41025641025641024,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
5,0.8366969227790833,0.5589574575424194,1.3956544399261475,0.8366969227790833,0.5589574575424194,1.3956544399261475,0.84,0.8,0.575091575091575,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
10,0.6090481877326965,0.42653998732566833,1.0355881452560425,0.6090481877326965,0.42653998732566833,1.0355881452560425,0.68,0.4,0.6190476190476191,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
15,0.47565972805023193,0.3883080780506134,0.863967776298523,0.47565972805023193,0.3883080780506134,0.863967776298523,0.84,0.8,0.6556776556776557,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
20,0.31249094009399414,0.38551589846611023,0.6980068683624268,0.31249094009399414,0.38551589846611023,0.6980068683624268,0.88,0.8,0.6776556776556777,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
25,0.18725048005580902,0.36653122305870056,0.5537816882133484,0.18725048005580902,0.36653122305870056,0.5537816882133484,0.96,0.8,0.6923076923076923,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
30,0.1053379625082016,0.3625154495239258,0.4678534269332886,0.1053379625082016,0.3625154495239258,0.4678534269332886,1.0,0.8,0.7106227106227107,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
35,0.03778260946273804,0.34912246465682983,0.38690507411956787,0.03778260946273804,0.34912246465682983,0.38690507411956787,1.0,0.8,0.7216117216117216,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
40,0.015813127160072327,0.3133643567562103,0.32917749881744385,0.015813127160072327,0.3133643567562103,0.32917749881744385,1.0,0.8,0.717948717948718,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
45,0.01204771175980568,0.2965772747993469,0.3086249828338623,0.01204771175980568,0.2965772747993469,0.3086249828338623,1.0,0.8,0.7289377289377289,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
50,0.006331981159746647,0.2736782431602478,0.2800102233886719,0.006331981159746647,0.2736782431602478,0.2800102233886719,1.0,0.6,0.7326007326007326,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
55,0.00822721142321825,0.2684761583805084,0.2767033576965332,0.00822721142321825,0.2684761583805084,0.2767033576965332,1.0,0.6,0.7362637362637363,0.9228187919463087,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
60,0.0012612601276487112,0.2923099994659424,0.29357126355171204,0.0012612601276487112,0.2923099994659424,0.29357126355171204,1.0,0.8,0.7362637362637363,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
65,0.003592186840251088,0.33917319774627686,0.3427653908729553,0.003592186840251088,0.33917319774627686,0.3427653908729553,1.0,0.8,0.7582417582417582,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
70,0.00262198387645185,0.3566889762878418,0.35931095480918884,0.00262198387645185,0.3566889762878418,0.35931095480918884,1.0,0.8,0.7509157509157509,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
75,0.0009191922144964337,0.343242347240448,0.3441615402698517,0.0009191922144964337,0.343242347240448,0.3441615402698517,1.0,0.8,0.7545787545787546,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
80,0.005158632528036833,0.3369225263595581,0.3420811593532562,0.005158632528036833,0.3369225263595581,0.3420811593532562,1.0,0.8,0.73992673992674,0.9060402684563759,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
85,0.008094299584627151,0.3058757185935974,0.31397002935409546,0.008094299584627151,0.3058757185935974,0.31397002935409546,1.0,0.8,0.7435897435897436,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
90,0.0012167803943157196,0.2995198369026184,0.30073660612106323,0.0012167803943157196,0.2995198369026184,0.30073660612106323,1.0,0.8,0.7435897435897436,0.889261744966443,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
95,0.0015582626219838858,0.2569393813610077,0.2584976553916931,0.0015582626219838858,0.2569393813610077,0.2584976553916931,1.0,0.8,0.7509157509157509,0.9228187919463087,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
100,0.009464231319725513,0.24855218827724457,0.2580164074897766,0.009464231319725513,0.24855218827724457,0.2580164074897766,1.0,0.8,0.7435897435897436,0.9228187919463087,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
105,0.0007611590554006398,0.2934248447418213,0.294185996055603,0.0007611590554006398,0.2934248447418213,0.294185996055603,1.0,0.8,0.7435897435897436,0.9026845637583892,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
110,0.003953658044338226,0.30564984679222107,0.3096035122871399,0.003953658044338226,0.30564984679222107,0.3096035122871399,1.0,0.8,0.7509157509157509,0.9228187919463087,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
115,0.002131461864337325,0.33313167095184326,0.33526313304901123,0.002131461864337325,0.33313167095184326,0.33526313304901123,1.0,0.6,0.7765567765567766,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
120,0.009088841266930103,0.31761887669563293,0.32670772075653076,0.009088841266930103,0.31761887669563293,0.32670772075653076,1.0,0.6,0.7619047619047619,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
125,0.0006623490480706096,0.2793487012386322,0.28001105785369873,0.0006623490480706096,0.2793487012386322,0.28001105785369873,1.0,0.8,0.7435897435897436,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
130,0.0005994766834191978,0.2351800501346588,0.2357795238494873,0.0005994766834191978,0.2351800501346588,0.2357795238494873,1.0,0.6,0.7289377289377289,0.9261744966442953,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
135,0.002810095902532339,0.2139071226119995,0.2167172133922577,0.002810095902532339,0.2139071226119995,0.2167172133922577,1.0,0.6,0.717948717948718,0.9261744966442953,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
140,0.0004913456505164504,0.19925032556056976,0.1997416764497757,0.0004913456505164504,0.19925032556056976,0.1997416764497757,1.0,0.6,0.7106227106227107,0.9261744966442953,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
145,0.0002171871019527316,0.19252723455429077,0.1927444189786911,0.0002171871019527316,0.19252723455429077,0.1927444189786911,1.0,0.6,0.6813186813186813,0.9328859060402684,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
150,0.00020861347729805857,0.21476180851459503,0.2149704247713089,0.00020861347729805857,0.21476180851459503,0.2149704247713089,1.0,0.6,0.673992673992674,0.9261744966442953,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
155,0.00012580057955347002,0.2213735431432724,0.22149933874607086,0.00012580057955347002,0.2213735431432724,0.22149933874607086,1.0,0.6,0.6776556776556777,0.9295302013422819,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
160,0.0009365449077449739,0.22545291483402252,0.22638945281505585,0.0009365449077449739,0.22545291483402252,0.22638945281505585,1.0,0.6,0.6959706959706959,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
165,0.01640772819519043,0.2421533465385437,0.25856107473373413,0.01640772819519043,0.2421533465385437,0.25856107473373413,1.0,0.6,0.7216117216117216,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
170,0.0007579515804536641,0.27067458629608154,0.2714325487613678,0.0007579515804536641,0.27067458629608154,0.2714325487613678,1.0,0.6,0.7142857142857143,0.9295302013422819,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
175,0.00034915682044811547,0.2626805007457733,0.26302966475486755,0.00034915682044811547,0.2626805007457733,0.26302966475486755,1.0,0.6,0.706959706959707,0.9328859060402684,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
180,0.00012894671817775816,0.2969733774662018,0.29710233211517334,0.00012894671817775816,0.2969733774662018,0.29710233211517334,1.0,0.6,0.7142857142857143,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
185,0.000953966926317662,0.2863779067993164,0.28733187913894653,0.000953966926317662,0.2863779067993164,0.28733187913894653,1.0,0.6,0.7545787545787546,0.912751677852349,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
190,0.00014743725478183478,0.28175392746925354,0.28190135955810547,0.00014743725478183478,0.28175392746925354,0.28190135955810547,1.0,0.6,0.7619047619047619,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
195,0.00017873127944767475,0.2664737403392792,0.2666524648666382,0.00017873127944767475,0.2664737403392792,0.2666524648666382,1.0,0.6,0.7509157509157509,0.912751677852349,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
200,0.0044047157280147076,0.23662853240966797,0.24103324115276337,0.0044047157280147076,0.23662853240966797,0.24103324115276337,1.0,0.6,0.7472527472527473,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
205,0.0009548962698318064,0.2664453089237213,0.26740020513534546,0.0009548962698318064,0.2664453089237213,0.26740020513534546,1.0,0.6,0.7582417582417582,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
210,0.00039631049730814993,0.2483830749988556,0.24877938628196716,0.00039631049730814993,0.2483830749988556,0.24877938628196716,1.0,0.6,0.7619047619047619,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
215,0.002249365206807852,0.2501336336135864,0.2523829936981201,0.002249365206807852,0.2501336336135864,0.2523829936981201,1.0,0.6,0.7655677655677655,0.9060402684563759,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
220,0.0017716430593281984,0.25169098377227783,0.25346261262893677,0.0017716430593281984,0.25169098377227783,0.25346261262893677,1.0,0.6,0.7765567765567766,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
225,0.0021146091166883707,0.24771921336650848,0.2498338222503662,0.0021146091166883707,0.24771921336650848,0.2498338222503662,1.0,0.6,0.7802197802197802,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
230,0.00043398275738582015,0.2710625231266022,0.2714965045452118,0.00043398275738582015,0.2710625231266022,0.2714965045452118,1.0,0.6,0.7765567765567766,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
235,0.0009151720441877842,0.27595192193984985,0.2768670916557312,0.0009151720441877842,0.27595192193984985,0.2768670916557312,1.0,0.8,0.7619047619047619,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
240,0.0008289749384857714,0.3644021451473236,0.36523112654685974,0.0008289749384857714,0.3644021451473236,0.36523112654685974,1.0,0.8,0.7802197802197802,0.8791946308724832,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
245,0.0004715046670753509,0.34176528453826904,0.34223678708076477,0.0004715046670753509,0.34176528453826904,0.34223678708076477,1.0,0.8,0.8021978021978022,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
250,0.000303927983622998,0.31377729773521423,0.31408122181892395,0.000303927983622998,0.31377729773521423,0.31408122181892395,1.0,0.8,0.8388278388278388,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
255,0.00038145421422086656,0.28421521186828613,0.28459665179252625,0.00038145421422086656,0.28421521186828613,0.28459665179252625,1.0,0.8,0.8388278388278388,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
260,0.0001478927442803979,0.2564198672771454,0.25656774640083313,0.0001478927442803979,0.2564198672771454,0.25656774640083313,1.0,0.6,0.8351648351648352,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
265,0.00016220519319176674,0.27063560485839844,0.27079781889915466,0.00016220519319176674,0.27063560485839844,0.27079781889915466,1.0,0.6,0.8351648351648352,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
270,0.00037701294058933854,0.25980573892593384,0.2601827383041382,0.00037701294058933854,0.25980573892593384,0.2601827383041382,1.0,0.6,0.8424908424908425,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
275,0.0001186486697406508,0.26682645082473755,0.26694509387016296,0.0001186486697406508,0.26682645082473755,0.26694509387016296,1.0,0.6,0.8424908424908425,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
280,7.618196832481772e-05,0.2704639732837677,0.27054014801979065,7.618196832481772e-05,0.2704639732837677,0.27054014801979065,1.0,0.6,0.8461538461538461,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
285,0.0001716388505883515,0.28049132227897644,0.2806629538536072,0.0001716388505883515,0.28049132227897644,0.2806629538536072,1.0,0.8,0.8424908424908425,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
290,0.00010569681762717664,0.29299765825271606,0.2931033670902252,0.00010569681762717664,0.29299765825271606,0.2931033670902252,1.0,0.8,0.8168498168498168,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
295,0.0001007828614092432,0.2807439863681793,0.2808447778224945,0.0001007828614092432,0.2807439863681793,0.2808447778224945,1.0,0.8,0.8095238095238095,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
300,0.00017234851839020848,0.2904500961303711,0.29062244296073914,0.00017234851839020848,0.2904500961303711,0.29062244296073914,1.0,0.8,0.8058608058608059,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
305,9.072650573216379e-05,0.2771190404891968,0.2772097587585449,9.072650573216379e-05,0.2771190404891968,0.2772097587585449,1.0,0.8,0.8058608058608059,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
310,0.00014526302402373403,0.2776876986026764,0.277832955121994,0.00014526302402373403,0.2776876986026764,0.277832955121994,1.0,0.8,0.8021978021978022,0.912751677852349,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
315,0.0007484122761525214,0.2805219888687134,0.28127041459083557,0.0007484122761525214,0.2805219888687134,0.28127041459083557,1.0,0.8,0.8095238095238095,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
320,0.00901644304394722,0.2922208607196808,0.3012373149394989,0.00901644304394722,0.2922208607196808,0.3012373149394989,1.0,0.8,0.8058608058608059,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
325,3.745154754142277e-05,0.2825975716114044,0.28263503313064575,3.745154754142277e-05,0.2825975716114044,0.28263503313064575,1.0,0.8,0.8058608058608059,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
330,9.195408347295597e-05,0.27094200253486633,0.2710339426994324,9.195408347295597e-05,0.27094200253486633,0.2710339426994324,1.0,0.8,0.8095238095238095,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
335,5.9023699577664956e-05,0.2667897939682007,0.2668488323688507,5.9023699577664956e-05,0.2667897939682007,0.2668488323688507,1.0,0.8,0.8095238095238095,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
340,0.0013776046689599752,0.25976893305778503,0.26114654541015625,0.0013776046689599752,0.25976893305778503,0.26114654541015625,1.0,0.8,0.8095238095238095,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
345,0.04218922182917595,0.26558810472488403,0.3077773153781891,0.04218922182917595,0.26558810472488403,0.3077773153781891,1.0,0.8,0.8315018315018315,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
350,0.0007262993603944778,0.27365294098854065,0.27437925338745117,0.0007262993603944778,0.27365294098854065,0.27437925338745117,1.0,0.8,0.8534798534798534,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
355,0.0004970733425579965,0.2900260388851166,0.29052311182022095,0.0004970733425579965,0.2900260388851166,0.29052311182022095,1.0,0.6,0.8608058608058609,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
360,0.00023970482288859785,0.2791762351989746,0.27941593527793884,0.00023970482288859785,0.2791762351989746,0.27941593527793884,1.0,0.6,0.8571428571428571,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
365,0.00017592225049156696,0.28118255734443665,0.2813584804534912,0.00017592225049156696,0.28118255734443665,0.2813584804534912,1.0,0.6,0.8608058608058609,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
370,0.00039187641232274473,0.28786659240722656,0.28825846314430237,0.00039187641232274473,0.28786659240722656,0.28825846314430237,1.0,0.6,0.8571428571428571,0.9093959731543624,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
375,0.00012052271631546319,0.28208017349243164,0.2822006940841675,0.00012052271631546319,0.28208017349243164,0.2822006940841675,1.0,0.6,0.8571428571428571,0.912751677852349,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
380,0.00029327350785024464,0.28436633944511414,0.28465962409973145,0.00029327350785024464,0.28436633944511414,0.28465962409973145,1.0,0.6,0.8534798534798534,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
385,0.00016067014075815678,0.29713115096092224,0.2972918152809143,0.00016067014075815678,0.29713115096092224,0.2972918152809143,1.0,0.6,0.8498168498168498,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
390,0.00014789518900215626,0.2974013388156891,0.2975492477416992,0.00014789518900215626,0.2974013388156891,0.2975492477416992,1.0,0.6,0.8388278388278388,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
395,0.00011220748274354264,0.2844797372817993,0.284591943025589,0.00011220748274354264,0.2844797372817993,0.284591943025589,1.0,0.6,0.8351648351648352,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
400,0.00032163361902348697,0.28406262397766113,0.28438425064086914,0.00032163361902348697,0.28406262397766113,0.28438425064086914,1.0,0.6,0.8241758241758241,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,0.2,0,"0,1,2,3,4"
1,1.1204607486724854,0.0,1.1204607486724854,1.1204607486724854,0.0,1.1204607486724854,0.55,0.6,0.39194139194139194,0.9249146757679181,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
5,0.7868754267692566,0.0,0.7868754267692566,0.7868754267692566,0.0,0.7868754267692566,0.7,0.4,0.5824175824175825,0.9249146757679181,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
10,0.5788282155990601,0.0,0.5788282155990601,0.5788282155990601,0.0,0.5788282155990601,0.7,0.4,0.6190476190476191,0.8907849829351536,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
15,0.46177777647972107,0.0,0.46177777647972107,0.46177777647972107,0.0,0.46177777647972107,0.85,0.7,0.6923076923076923,0.78839590443686,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
20,0.329523503780365,0.0,0.329523503780365,0.329523503780365,0.0,0.329523503780365,0.95,0.7,0.6923076923076923,0.6825938566552902,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
25,0.19575563073158264,0.0,0.19575563073158264,0.19575563073158264,0.0,0.19575563073158264,0.95,0.7,0.706959706959707,0.5699658703071673,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
30,0.09230373799800873,0.0,0.09230373799800873,0.09230373799800873,0.0,0.09230373799800873,0.95,0.7,0.7252747252747253,0.5290102389078498,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
35,0.05226827785372734,0.0,0.05226827785372734,0.05226827785372734,0.0,0.05226827785372734,1.0,0.7,0.7216117216117216,0.5255972696245734,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
40,0.014668342657387257,0.0,0.014668342657387257,0.014668342657387257,0.0,0.014668342657387257,1.0,0.7,0.7472527472527473,0.48464163822525597,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
45,0.006658180151134729,0.0,0.006658180151134729,0.006658180151134729,0.0,0.006658180151134729,1.0,0.6,0.7655677655677655,0.5119453924914675,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
50,0.006485292222350836,0.0,0.006485292222350836,0.006485292222350836,0.0,0.006485292222350836,1.0,0.6,0.7802197802197802,0.4778156996587031,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
55,0.0026175174862146378,0.0,0.0026175174862146378,0.0026175174862146378,0.0,0.0026175174862146378,1.0,0.6,0.7838827838827839,0.4812286689419795,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
60,0.006189705338329077,0.0,0.006189705338329077,0.006189705338329077,0.0,0.006189705338329077,1.0,0.6,0.7802197802197802,0.48464163822525597,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,0,"0,1,2,3,4"
